,Frame
2504,97044
2505,97069
2506,97092
2507,97185
2508,97239
2509,97265
2510,97292
2511,97316
2512,97339
2513,97363
2514,97385
2515,97420
2516,97443
2517,97482
2518,97530
2519,97557
2520,97590
2521,97610
2522,97630
2523,97648
2524,97707
2525,97725
2526,97789
2527,97810
2528,97828
2529,97846
2530,97884
2531,97919
2532,97937
2533,98289
2534,98314
2535,98336
2536,98359
2537,98383
2538,98404
2539,98425
2540,98457
2541,98476
2542,98508
2543,98528
2544,98548
2545,98565
2546,98583
2547,98600
2548,98631
2549,98647
2550,98830
2551,98916
2552,98943
2553,98969
2554,98997
2555,99023
2556,99048
2557,99074
2558,99098
2559,99122
2560,99144
2561,99169
2562,99191
2563,99228
2564,99248
2565,99266
2566,99288
2567,99312
2568,99330
2569,99352
2570,99376
2571,99464
2572,99486
2573,99752
2574,99775
2575,99800
2576,99834
2577,99858
